row.names,pclass,survived,name,age,embarked,home.dest,room,ticket,boat,sex
301,1st,0,"Fleming, Ms Margaret",,Cherbourg,,,,4,female
72,1st,0,"Crafton, Mr John Bertram",,Southampton,"Roachdale, IN",,,,male
183,1st,1,"Minahan, Mrs William Edward (Lillian E. Thorpe)",37,Queenstown,"Fond du Lac, WI",,,14,female
435,2nd,1,"Herman, Miss Alice",24,Southampton,"Somerset / Bernardsville, NJ",,,9,female
45,1st,0,"Carlsson, Mr Frans Olof",33,Southampton,"New York, NY",,,,male
348,2nd,1,"Brown, Miss Edith E.",15,Southampton,"Cape Town, South Africa / Seattle, WA",,,14,female
498,2nd,0,"McCrae, Mr Arthur Gordon",45,Southampton,"Sydney, Australia",,,-209,male
153,1st,0,"Julian, Mr Henry Forbes",,Southampton,London,,,,male
195,1st,1,"Ostby, Miss Helen Raghnild",22,Cherbourg,"Providence, RI",,,5,female
102,1st,1,"Fortune, Miss Ethel Flora",28,Southampton,"Winnipeg, MB",,,10,female
30,1st,0,"Borebank, Mr John James",,Southampton,"London / Winnipeg, MB",D-21/2,,,male
186,1st,0,"Moore, Mr Clarence Bloomfield",47,Southampton,"Washington, DC",,,,male
847,3rd,0,"Hansen, Mr Claus Peter",,,,,,,male
809,3rd,0,"Ford, Miss Maggie",9,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,female
131,1st,1,"Harper, Mrs Henry Sleeper (Myna Haxtun)",49,Cherbourg,"New York, NY",,,3,female
146,1st,1,"Homer, Mr Harry",35,Cherbourg,"Indianapolis, IN",,,15,male
702,3rd,0,"Canavan, Miss Mary",21,Queenstown,,,,,female
962,3rd,0,"Lemon, Miss Mary",,,,,,,female
190,1st,1,"Newell, Miss Marjorie",23,Cherbourg,"Lexington, MA",,,6,female
1188,3rd,1,"Sandstrom, Miss Hjalmar",,,,,,,female
388,2nd,0,"de Brito, Mr Jose Joaquim",,,"Portugal / Sau Paulo, Brazil",,,,male
339,2nd,1,"Becker, Miss Marion Louise",4,Southampton,"Guntur, India / Benton Harbour, MI",,230136 L39,11,female
1168,3rd,1,"Saad, Khalil",,,,,,,male
1255,3rd,0,"Todoroff, Mr Lalio",,,,,,,male
1256,3rd,0,"Toerber, Mr Ernest William",,,,,,,male
948,3rd,0,"Lane, Mr Patrick",,,,,,,male
463,2nd,1,"Jerwan, Mrs Amin S. (Marie Thuillard)",23,Cherbourg,"New York, NY",,,,female
782,3rd,0,"Drazonovic, Mr Josef",,Cherbourg,"Austria Niagara Falls, NY",,,,male
742,3rd,0,"Cribb, Mr John Hatfield",44,Southampton,"Bournemouth, England Newark, NJ",,,,male
253,1st,0,"Straus, Mr Isidor",67,Southampton,"New York, NY",,17483 L221 15s 7d,-96,male
1091,3rd,0,"Olsson, Miss Elida",,,,,,,female
772,3rd,1,"Devaney, Miss Margaret",19,Queenstown,"Kilmacowen, Co Sligo, Ireland New York, NY",,,C,female
125,1st,1,"Greenfield, Mrs Leo David (Blanche Strouse)",45,Cherbourg,"New York, NY",,,7,female
156,1st,1,"Kenyon, Mrs Frederick R. (Marion)",,Southampton,"Southington / Noank, CT",,,8,female
329,2nd,0,"Ashby, Mr John",57,Southampton,"West Hoboken, NJ",,,,male
570,2nd,0,"Turpin, Mr William John",29,Southampton,"Plymouth, England",,,,male
193,1st,1,"Omont, Mr A. Fernand",,Cherbourg,"Paris, France",,,7,male
541,2nd,0,"Renouf, Mr Peter Henry",34,Southampton,"Elizabeth, NJ",,,,male
638,3rd,0,"Arnold, Mrs Josef (Josephine Frank)",18,Southampton,"Altdorf, Switzerland",,,,female
149,1st,0,"Hoyt, Mr William F.",,Cherbourg,"New York, NY",,,14,male
519,2nd,1,"Nourney, Mr Alfred (aka Baron von Drachstedt)",20,Cherbourg,"Cologne, Germany",D-38,,7,male
1279,3rd,0,"Van Impe, Mrs Jean Baptiste",,,,,,,female
424,2nd,0,"Hale, Mr Reginald",30,Southampton,"Auburn, NY",,,-75,male
1268,3rd,0,"Van Billiard, Master James William",,,,,,,male
1024,3rd,1,"Mocklare, Miss Helen Mary",,,,,,,female
1026,3rd,1,"Moor, Mrs Beila",,,,,,,female
566,2nd,1,"Toomey, Miss Ellen",50,Southampton,"Indianapolis, IN",,,9,female
925,3rd,0,"Kennedy, Mr John",,,,,,,male
181,1st,1,"Minahan, Miss Daisy E.",33,Queenstown,"Green Bay, WI",,,14,female
606,3rd,1,"Abbott, Mrs Stanton (Rosa)",35,Southampton,"East Providence, RI",,,A,female
851,3rd,0,"Harknett, Miss Alice",,,,,,,female
580,2nd,1,"Watt, Mrs James (Bessie Inglis Milne)",40,Southampton,"Aberdeen / Portland, OR",,,9,female
318,1st,0,"Robbins, Mr Victor",,Cherbourg,,C-62,17754,,male
1225,3rd,0,"Staneff, Mr Ivan",,,,,,,male
255,1st,0,"Sutton, Mr Frederick",61,Southampton,"Haddenfield, NJ",,,-46,male
1124,3rd,0,"Peltomaki, Nikolai Johannes",,,,,,,male
1009,3rd,0,"McMahon, Mr Martin",,,,,,,male
1211,3rd,0,"Skoog, Master Harald",,,,,,,male
747,3rd,0,"Dakic, Mr Branko",19,Southampton,Austria,,,,male
1166,3rd,0,"Ryan, Mr Patrick",,,,,,,male
646,3rd,0,"Asplund, Master Filip Oscar",13,Southampton,"Sweden Worcester, MA",,,,male
998,3rd,0,"Matinoff, Mr Nicola",,,,,,,male
700,3rd,0,"Cacic, Mr Maria",30,Southampton,Croatia,,,,male
563,2nd,0,"Stanton, Mr Samuel Ward",41,Cherbourg,"New York, NY",,,,male
532,2nd,0,"Phillips, Mr Robert",21,Southampton,"Ilfracombe, Devon",,,,male
291,1st,1,"Bazzani, Ms Albina",,Cherbourg,,,,,female
434,2nd,1,"Hart, Miss Eva Miriam",7,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,14,female
111,1st,1,"Frolicher-Stehli, Mr Maxmillian",60,Cherbourg,"Zurich, Switzerland",,,5,male
1129,3rd,0,"Peter (Joseph), Master Michael J.",,,,,,,male
267,1st,1,"Tucker, Mr Gilbert Milligan, jr",31,Cherbourg,"Albany, NY",,,7,male
427,2nd,0,"Harbeck, Mr William H.",44,Southampton,"Seattle, WA / Toledo, OH",,248749 L13,-35,male
398,2nd,1,"Drew, Master Marshall Brines",8,Southampton,"Greenport, NY",,28220 L32 10s,,male
990,3rd,0,"Mangan, Miss Mary",,,,,,,female
533,2nd,1,"Pinsky, Miss Rosa",32,Southampton,Russia,,,,female
703,3rd,0,"Canavan, Mr Patrick",21,Queenstown,"Ireland Philadelphia, PA",,,,male
795,3rd,1,"Emanuel, Miss Virginia Ethel",5,Southampton,"New York, NY",,,13,female
1051,3rd,0,"Nahill, Mr Toufik",,,,,,,male
1072,3rd,0,"Nosworthy, Mr Richard Cater",,,,,,,male
628,3rd,0,"Andersson, Miss Ellis Anna Maria",2,Southampton,"Sweden Winnipeg, MN",,,,female
735,3rd,0,"Cor, Mr Ludovik",19,Southampton,Austria,,,,male
98,1st,1,"Flynn, Mr John Irving",,Southampton,"Brooklyn, NY",,,7-May,male
819,3rd,1,"Glynn, Miss Mary Agatha",,Queenstown,"Co Clare, Ireland Washington, DC",,,13,female
643,3rd,0,"Asplund, Master Carl Edgar",5,Southampton,"Sweden  Worcester, MA",,,,male
465,2nd,1,"Kantor, Mrs Sinai (Miriam Sternim)",,Southampton,"Moscow / Bronx, NY",,,,female
993,3rd,0,"Mardirosian, Mr Sarkis",,,,,,,male
593,2nd,0,"Wheeler, Mr Frederick",,,,,,,male
759,3rd,0,"Davison, Mr Thomas Henry",,Southampton,"Liverpool, England Bedford, OH",,,,male
764,3rd,1,"Dean, Miss Elizabeth Gladys (Millvena)",0.1667,Southampton,"Devon, England Wichita, KS",,,12,female
421,2nd,0,"Gillespie, Mr William",34,Southampton,"Vancouver, BC",,,,male
820,3rd,0,"Goldsmith, Mr Frank John",33,Southampton,"Strood, Kent, England Detroit, MI",,,,male
334,2nd,0,"Bateman, Rev Robert James",51,Southampton,"Jacksonville, FL",,,-174,male
616,3rd,1,"Aks, Mrs Sam (Leah Rosen)",18,Southampton,"London, England Norfolk, VA",,392091,13,female
712,3rd,0,"Carr, Miss Jeannie",37,Queenstown,"Co Sligo, Ireland Hartford, CT",,,,female
939,3rd,0,"Klasen, Mr Klas Albin",,,,,,,male
758,3rd,0,"Davies, Mr Joseph",17,Southampton,"West Bromwich, England Pontiac, MI",,,,male
328,2nd,1,"Angle, Mrs William A. (Florence)",32,Southampton,"Warwick, England",,,,female
996,3rd,0,"Markoff, Mr Marin",,,,,,,male
867,3rd,0,"Hirvonen, Miss Hildur E.",,,,,,,female
399,2nd,1,"Duran y More, Miss Asuncion",,Cherbourg,"Barcelona, Spain / Havana, Cuba",,,12,female
622,3rd,0,"Allum, Mr Owen George",17,Southampton,"Windsor, England New York, NY",,,-259,male
1094,3rd,0,"O'Neill, Miss Bridget",,,,,,,female
16,1st,1,"Baxter, Mrs James (Helene DeLaudeniere Chaput)",50,Cherbourg,"Montreal, PQ",B-58/60,,6,female
157,1st,1,"Kimball, Mr Edwin Nelson Jr.",42,Southampton,"Boston, MA",,,5,male
894,3rd,1,"Johnson, Miss Eleanor Ileen",,,,,,,female
254,1st,0,"Straus, Mrs Isidor (Ida Blun)",63,Southampton,"New York, NY",,17483 L221 15s 7d,,female
624,3rd,0,"Andersen, Mr Thor Olsvigen",20,Southampton,"Oslo, Norway Cameron, WI",,,-89,male
133,1st,1,"Harris, Mrs Henry Birkhardt (Irene Wallach)",36,Southampton,"New York, NY",C-83,36973 L83 9s 6d,D,female
860,3rd,0,"Heininen, Miss Wendla Maria",,,,,,,female
1063,3rd,0,"Nenkoff, Mr Christo",,,,,,,male
544,2nd,0,"Richard, Mr Emil",23,Cherbourg,"Paris / Montreal, PQ",,,,male
103,1st,1,"Fortune, Miss Mabel",23,Southampton,"Winnipeg, MB",,,10,female
1237,3rd,0,"Sundman, Mr Johan Julian",,,,,,,male
828,3rd,0,"Goodwin, Miss Lillian A.",16,Southampton,"Wiltshire, England Niagara Falls, NY",,,,female
573,2nd,0,"Waelens, Mr Achille",22,Southampton,"Antwerp, Belgium / Stanton, OH",,,-140,male
653,3rd,0,"Attala (Kalil), Mr Solomon",27,Cherbourg,"Ottawa, ON",,,,male
52,1st,0,"Case, Mr Howard Brown",49,Southampton,"Ascot, Berkshire / Rochester, NY",,,,male
1028,3rd,0,"Moore, Mr Leonard Charles",,,,,,,male
981,3rd,0,"Lyntakoff, Mr Stanko",,,,,,,male
655,3rd,0,"Baccos, Mr Rafoul",20,Cherbourg,,,,,male
608,3rd,1,"Abelseth, Mr Olaus",25,Southampton,"Perkins County, SD",,,A,male
663,3rd,0,"Badt, Mr Mohamed",40,Cherbourg,,,,,male
1311,3rd,0,"Zenn, Mr Philip",,,,,,,male
411,2nd,0,"Gale, Mr Harry",35,Southampton,"Cornwall / Clear Creek, CO",,,,male
191,1st,1,"Newsom, Miss Helen Monypeny",19,Southampton,"New York, NY",,,5,female
833,3rd,0,"Green, Mr George",40,Southampton,"Dorking, Surrey, England",,,,male
410,2nd,0,"Fynney, Mr Joseph J.",35,Southampton,"Liverpool / Montreal, PQ",,,-322,male
1021,3rd,0,"Minkoff, Mr Lazar",,,,,,,male
316,1st,1,"Pericault, Ms",,Southampton,,,,,female
471,2nd,0,"Knight, Mr Robert",,,Belfast,,,,male
151,1st,1,"Ismay, Mr Joseph Bruce",49,Southampton,Liverpool,B-52/4/6,112058 Complimentary,C,male
924,3rd,1,"Kelly, Miss Mary",,,,,,,female
1048,3rd,1,"Nackid, Miss Maria",,,,,,,female
861,3rd,1,"Hellstrom, Hilda Maria",,,,,,,female
1258,3rd,0,"Torfa, Mr Assad",,,,,,,male
859,3rd,1,"Heikkinen, Miss Laina",,,,,,,female
508,2nd,0,"Morley, Mr William",,Southampton,"Petworth, Sussex",,,,male
1309,3rd,0,"Zakarian, Mr Artun",,,,,,,male
1121,3rd,0,"Pedersen, Mr Olaf",,,,,,,male
602,2nd,0,"Swane, Mr George",18,Southampton,,F-?,,-294,male
1300,3rd,0,"Wirz, Mr Albert",,,,,,,male
1034,3rd,1,"Moubarek (Borak), Mr Hanna (John)",,,,,,,male
1146,3rd,0,"Rice, Master George",,,,,,,male
698,3rd,0,"Cacic, Mr Luka",38,Southampton,Croatia,,,,male
749,3rd,1,"Daly, Miss Marcella",30,Queenstown,"Co Athlone, Ireland New York, NY",,,,female
975,3rd,0,"Lockyer, Mr Edward",,,,,,,male
984,3rd,0,"Madsen, Mr Frithiof",,,,,,,male
148,1st,1,"Hoyt, Mrs Frederick Maxfield (Jane Anne Forby)",35,Southampton,"New York, NY /  Stamford CT",C-93,,D,female
35,1st,0,"Brandeis, Mr Emil",48,Cherbourg,"Omaha, NE",,17591 L50 9s 11d,-208,male
979,3rd,1,"Lundin, Miss Olga Elida",,,,,,,female
23,1st,1,"Bishop, Mr Dickinson H.",25,Cherbourg,"Dowagiac, MI",B-49,,7,male
63,1st,0,"Chisholm, Mr Roderick Robert",,,"Liverpool, England / Belfast",,,,male
140,1st,0,"Hipkins, Mr William Edward",,Southampton,London / Birmingham,,,,male
738,3rd,1,"Coutts, Master Neville",3,Southampton,"England Brooklyn, NY",,,2,male
467,2nd,0,"Keane, Mr Daniel",,Queenstown,,,,,male
898,3rd,0,"Johnson, Mr William Cahoone Jr.",,,,,,,male
221,1st,1,"Ryerson, Miss Emily Borie",18,Cherbourg,"Haverford, PA / Cooperstown, NY",,17608 L262 7s 6d,4,female
818,3rd,1,"Gilnagh, Miss Katie",16,Queenstown,"Co Longford, Ireland New York, NY",,,,female
855,3rd,0,"Healy, Miss Nora",,,,,,,female
553,2nd,1,"Shelley, Mrs William (Imanita)",25,Southampton,"Deer Lodge, MT",,,12,female
58,1st,1,"Chambers, Mr Norman Campbell",27,Southampton,"New York, NY / Ithaca, NY",,,5,male
373,2nd,0,"Collander, Mr Erik",27,Southampton,"Helsinki, Finland Ashtabula, Ohio",,,,male
1113,3rd,0,"Paulsson, Miss Torborg Danira",,,,,,,female
992,3rd,0,"Mansour, Mr Hanna",,,,,,,male
68,1st,1,"Compton, Mrs Alexander Taylor (Mary Eliza Ingersoll)",64,Cherbourg,"Lakewood, NJ",,,14,female
112,1st,1,"Frolicher-Stehli, Mrs Maxmillian (Margaretha Emerentia Stehli)",48,Cherbourg,"Zurich, Switzerland",,,5,female
248,1st,1,"Stengel, Mr Charles Emil Henry",54,Cherbourg,"Newark, NJ",,,1,male
1069,3rd,1,"Nilsson, Miss Berta Olivia",,,,,,,female
1017,3rd,1,"Midtsjo, Mr Karl Albert",,,,,,,male
543,2nd,1,"Reynaldo, Mrs Encarnacion",28,Southampton,Spain,,,,female
601,2nd,0,"Pernot, Mr Rene",,Cherbourg,,2131,L15 1s,,male
1001,3rd,0,"McCoy, Miss Agnes",,,,,,,female
249,1st,1,"Stengel, Mrs Charles Emil Henry (Annie May Morris)",43,Cherbourg,"Newark, NJ",,,5,female
505,2nd,0,"Milling, Mr Jacob Christian",48,Southampton,"Copenhagen, Denmark",,,-271,male
884,3rd,0,"Jensen, Mr Svend Lauritz",,,,,,,male
1217,3rd,0,"Slabenoff, Mr Petco",,,,,,,male
1061,3rd,0,"Naughton, Miss Hannah",,,,,,,female
734,3rd,0,"Cor, Mr Ivan",27,Southampton,Austria,,,,male
478,2nd,1,"LaRoche, Mrs Joseph (Juliet)",22,Cherbourg,Paris / Haiti,,,,female
1037,3rd,0,"Moubarek, Master William George",,,,,,,male
1079,3rd,0,"O'Connell, Mr Patrick D.",,,,,,,male
1043,3rd,0,"Murdlin, Mr Joseph",,,,,,,male
711,3rd,1,"Carr, Miss Helen",16,Queenstown,"Co Longford, Ireland New York, NY",,,,female
1130,3rd,0,"Peters, Miss Katie",,,,,,,female
229,1st,1,"Silverthorne, Mr Spencer Victor",36,Southampton,"St Louis, MO",,,5,male
514,2nd,0,"Navratil, Mr Michel",32,Southampton,"Nice, France",,230080 L26,-15,male
555,2nd,1,"Sincock, Miss Maude",20,Southampton,"Cornwall / Hancock, MI",,,11,female
428,2nd,0,"Harper, Rev John",28,Southampton,"Denmark Hill, Surrey / Chicago",,,,male
1266,3rd,0,"Uzelas, Mr Joso",,,,,,,male
487,2nd,1,"Louch, Mrs Charles Alexander (Alice Adelaide)",,Southampton,"Weston-Super-Mare, Somerset",,,14,female
381,2nd,0,"Cotterill, Mr Harry",20,Southampton,"Penzance, Cornwall / Akron, OH",,,,male
835,3rd,0,"Guest, Mr Robert",,Southampton,,,,,male
931,3rd,0,"Kilgannon, Mr Thomas",,,,,,,male
377,2nd,1,"Collyer, Miss Marjorie",8,Southampton,"Bishopstoke, Hants / Fayette Valley, ID",,,14,female
1019,3rd,0,"Miles, Mr Frank",,,,,,,male
627,3rd,0,"Andersson, Miss Ebba Iris",6,Southampton,"Sweden Winnipeg, MN",,,,female
19,1st,1,"Beckwith, Mr Richard Leonard",37,Southampton,"New York, NY",D-35,,5,male
1025,3rd,0,"Moen, Mr Sigurd H.",,,,,,,male
1204,3rd,0,"Simmons, Mr John",,,,,,,male
143,1st,1,"Hogeboom, Mrs John C. (Anna Andrews)",51,Southampton,"Hudson, NY",D-?,13502 L77,10,female
681,3rd,0,"Boulos, Miss Laura",9,Cherbourg,"Syria Kent, ON",,,,female
413,2nd,1,"Garside, Miss Ethel",24,Southampton,"Brooklyn, NY",,,,female
618,3rd,0,"Alexander, Mr William",23,Southampton,"England Albion, NY",,,,male
1135,3rd,0,"Pettersson, Miss Ellen Natalia",,,,,,,female
13,1st,1,"Aubert, Mrs Leontine Pauline",,Cherbourg,"Paris, France",B-35,17477 L69 6s,9,female
99,1st,0,"Foreman, Mr Benjamin Laventall",30,Cherbourg,"New York, NY",,,,male
289,1st,1,"Young, Miss Marie Grice",36,Cherbourg,"New York, NY / Washington, DC",,,8,female
79,1st,1,"Daniel, Mr Robert Williams",27,Southampton,"Philadelphia, PA",,,7,male
53,1st,1,"Cassebeer, Mrs Henry Arthur jr (Genevieve Fosdick)",,Cherbourg,"New York, NY",,,5,female
1270,3rd,0,"Van der Planke, Miss Augusta",,,,,,,female
812,3rd,0,"Fox, Mr Patrick",,Queenstown,"Ireland New York, NY",,,,male
976,3rd,0,"Lovell, Mr John",,,,,,,male
987,3rd,0,"Maisner, Mr Simon",,,,,,,male
263,1st,1,"Thayer, Mrs John Borland (Marian Longstreth Morris)",39,Cherbourg,"Haverford, PA",,,4,female
626,3rd,0,"Andersson, Mrs Anders Johan (Alfrida K. Brogren)",39,Southampton,"Sweden Winnipeg, MN",,,,female
928,3rd,0,"Khalil, Mr Saad",,,,,,,male
