row.names,pclass,survived,name,age,embarked,home.dest,room,ticket,boat,sex
269,1st,0,"Van Derhoef, Mr Wyckoff",61,Southampton,"Brooklyn, NY",,,-245,male
644,3rd,0,"Asplund, Master Clarence Gustaf Hugo",9,Southampton,"Sweden Worcester, MA",,,,male
980,3rd,0,"Lundstrom, Mr Thure Edvin",,,,,,,male
1006,3rd,1,"McGovern, Mrs Hugh",,,,,,,female
507,2nd,0,"Moraweck, Dr Ernest",54,Southampton,"Frankfort, KY",,,,male
542,2nd,1,"Renouf, Mrs Peter Henry (Lillian Jefferys)",30,Southampton,"Elizabeth, NJ",,,,female
797,3rd,0,"Everett, Thomas James",,Southampton,,,,,male
414,2nd,0,"Gaskell, Mr Alfred",16,Southampton,"Liverpool / Montreal, PQ",,,,male
284,1st,0,"Williams, Mr Charles Duane",51,Cherbourg,"Geneva, Switzerland / Radnor, PA",,,,male
560,2nd,0,"Smith (Schmidt), Mr Augustus",22,Southampton,"Newark, NJ",,,,male
472,2nd,0,"Kvillner, Mr Johan Henrik Johannesson",31,Southampton,"Sweden / Arlington, NJ",,,-165,male
445,2nd,0,"Hocking, Mr George",23,Southampton,"Cornwall / Akron, OH",,,,male
300,1st,0,"Farthing, Mr John",,Southampton,,C-55 (?C-95),17483,,male
750,3rd,0,"Danbom, Mr Ernst Gilbert",34,Southampton,"Stanton, IA",,,,male
408,2nd,0,"Frost, Mr Anthony (Archie) W.",,,Belfast,,,,male
1189,3rd,0,"Sandstrom, Miss Beatrice Irene",,,,,,,female
363,2nd,0,"Carter, Rev Ernest Courtenay",54,Southampton,London,,,,male
1049,3rd,0,"Nackid, Mr Said",,,,,,,male
502,2nd,1,"Mellenger, Miss Madeleine Violet",13,Southampton,"England / Bennington, VT",,,14/12,female
484,2nd,0,"Leyson, Mr Robert William Norman",25,Southampton,,,,-108,male
1181,3rd,0,"Sage, Master William",,,,,,,male
62,1st,1,"Chibnall (Bowerman), Mrs Edith Martha",,Southampton,"St Leonards-on-Sea, England Ohio",,,6,female
274,1st,1,"White, Mrs J. Stuart (Ella Holmes)",55,Cherbourg,"New York, NY / Briarcliff Manor NY",,,8,female
176,1st,0,"McCarthy, Mr Timothy J.",54,Southampton,"Dorchester, MA",,,-175,male
234,1st,0,"Smart, Mr John Montgomery",56,Southampton,"New York, NY",,,,male
436,2nd,1,"Herman, Miss Kate",24,Southampton,"Somerset / Bernardsville, NJ",,,9,female
893,3rd,0,"Johnson, Mr Alfred",,,,,,,male
1190,3rd,0,"Sandstrom, Miss Marguerite Rut",,,,,,,female
1219,3rd,0,"Smiljanovic, Mr Mile",,,,,,,male
729,3rd,0,"Connolly, Miss Kate",30,Queenstown,Ireland,,,,female
1221,3rd,0,"Solvang, Mrs Lena Jacobsen",,,,,,,female
926,3rd,0,"Khalil, Mr Betros",,,,,,,male
777,3rd,0,"Dooley, Mr Patrick",32,Queenstown,"Ireland New York, NY",,,,male
396,2nd,0,"Drew, Mr James Vivian",42,Southampton,"Greenport, NY",,28220 L32 10s,,male
1193,3rd,0,"Sawyer, Mr Frederick",,,,,,,male
473,2nd,0,"Lahtinen, Rev William",30,Southampton,"Minneapolis, MN",,,,male
927,3rd,0,"Khalil, Mrs Betros",,,,,,,female
551,2nd,0,"Sedgwick, Mr Charles Frederick Waddington",,Southampton,Liverpool,,,,male
55,1st,1,"Cavendish, Mrs Tyrell William Julia Florence Siegel",,Southampton,"Little Onn Hall, Staffs",,,6,female
1036,3rd,0,"Moubarek, Master George",,,,,,,male
762,3rd,1,"Dean, Mrs Bertram (Eva)",33,Southampton,"Devon, England Wichita, KS",,,12,female
1218,3rd,0,"Slocovski, Mr Selman",,,,,,,male
682,3rd,0,"Bourke, Mr John",40,Queenstown,"Ireland Chicago, IL",,,,male
212,1st,0,"Rood, Mr Hugh R.",,Southampton,"Seattle, WA",,,,male
490,2nd,0,"Mallet, Mr Albert",,Cherbourg,"Paris / Montreal, PQ",,,,male
1118,3rd,0,"Pearce, Mr Ernest",,,,,,,male
1,1st,1,"Allen, Miss Elisabeth Walton",29,Southampton,"St Louis, MO",B-5,24160 L221,2,female
379,2nd,0,"Corbett, Mrs Walter H. (Irene Colvin)",30,Southampton,"Provo, UT",,,,female
907,3rd,1,"Jussila, Mr Erik",,,,,,,male
904,3rd,1,"Jonsson, Mr Carl",,,,,,,male
901,3rd,0,"Johnston, Miss Catherine H.",,,,,,,female
918,3rd,0,"Keane, Mr Andrew",,,,,,,male
1066,3rd,0,"Nieminen, Miss Manta Josefina",,,,,,,female
949,3rd,1,"Lang, Mr Fang",,,,,,,male
769,3rd,0,"Denkoff, Mr Mito",,Southampton,"Bulgaria Coon Rapids, IA",,,,male
245,1st,1,"Spencer, Mrs William Augustus (Marie Eugenie)",,Cherbourg,"Paris, France",,,6,female
856,3rd,1,"Hedman, Mr Oscar",,,,,,,male
67,1st,0,"Colley, Mr Edward Pomeroy",,Southampton,"Victoria, BC",,,,male
192,1st,0,"Nicholson, Mr Arthur Ernest",64,Southampton,"Isle of Wight, England",,,-263,male
1223,3rd,1,"Sop, Mr Jules",,,,,,,male
96,1st,0,"Evans, Miss Edith Corse",36,Cherbourg,"New York, NY",,,,female
788,3rd,0,"Edvardsson, Mr Gustaf Hjalmar",18,Southampton,"Tofta, Sweden Joliet, IL",,,,male
18,1st,0,"Beattie, Mr Thomson",36,Cherbourg,"Winnipeg, MN",C-6,,,male
1235,3rd,0,"Strom, Miss Telma (Selma) Matilda",,,,,,,female
743,3rd,1,"Cribb, Miss Laura Alice",17,Southampton,"Bournemouth, England Newark, NJ",,,,female
1278,3rd,0,"Van Impe, Mr Jean Baptiste",,,,,,,male
1109,3rd,0,"Paulsson, Master Gosta Leonard",,,,,,,male
1041,3rd,1,"Mullins, Miss Katie",,,,,,,female
173,1st,0,"Marvin, Mr Daniel Warner",,Southampton,"New York, NY",,,,male
753,3rd,0,"Danoff, Mr Yoto",27,Southampton,"Bulgaria Chicago, IL",,,,male
513,2nd,1,"Navratil, Master Edmond Roger",2,Southampton,"Nice, France",,230080 L26,D,male
781,3rd,1,"Drapkin, Miss Jennie",23,Southampton,"London New York, NY",,,,female
785,3rd,0,"Dyker, Mr Adolf Fredrik",23,Southampton,"West Haven, CT",,,,male
902,3rd,0,"Johnston, Master William A.",,,,,,,male
466,2nd,0,"Karnes, Mrs J. Frank (Claire Bennett)",22,Southampton,"India / Pittsburgh, PA",,,,female
1274,3rd,0,"Van der Steen, Mr Leo Peter",,,,,,,male
983,3rd,1,"Madigan, Miss Margaret",,,,,,,female
95,1st,1,"Eustis, Miss Elizabeth Mussey",53,Cherbourg,"Brookline, MA",,,4,female
474,2nd,0,"Lahtinen, Mrs William (Anna Sylvan)",26,Southampton,"Minneapolis, MN",,,,female
189,1st,1,"Newell, Miss Madeleine",31,Cherbourg,"Lexington, MA",,,6,female
325,2nd,0,"Andrew, Mr Edgar Samuel",18,Southampton,"Buenos Aires, Argentina / New Jersey, NJ",,,,male
241,1st,1,"Spedden, Mr Frederick Oakley",45,Cherbourg,"Tuxedo Park, NY",,,3,male
636,3rd,0,"Angheloff, Mr Minko",26,Southampton,"Bulgaria Chicago, IL",,,,male
1086,3rd,0,"OLeary, Miss Norah",,,,,,,female
252,1st,1,"Stone, Mrs George Nelson (Martha E.)",62,,"Cincinatti, OH",,,6,female
1045,3rd,0,"Murphy, Miss Margaret",,,,,,,female
1073,3rd,1,"Novel, Mansouer",,,,,,,male
150,1st,0,"Isham, Miss Anne Elizabeth",50,Cherbourg,"Paris, France New York, NY",C-49,,,female
1055,3rd,0,"Nosworthy, Richard C.",,,,,,,male
287,1st,1,"Woolner, Mr Hugh",,Southampton,"London, England",,,D,male
1229,3rd,0,"Storey, Mr Thomas",,,,,,,male
1116,3rd,0,"Peacock, Mrs Benjamin",,,,,,,female
895,3rd,0,"Johnson, Mr Malkolm Joackim",,,,,,,male
43,1st,1,"Cardeza, Mrs James Warburton Martinez (Charlotte Wardle Drake)",58,Cherbourg,"Germantown, Philadelphia, PA",B-51/3/5,17755 L512 6s,3,female
1056,3rd,1,"Najib, Miss Adele Kiamie",,,,,,,female
217,1st,1,"Rothschild, Mrs Martin (Elizabeth L. Barrett)",54,Cherbourg,"New York, NY",,,6,female
523,2nd,1,"Padro y Manent, Mr Julian",,Cherbourg,"Spain / Havana, Cuba",,,,male
1059,3rd,0,"Nasr, Mr Mustafa",,,,,,,male
233,1st,1,"Sloper, Mr William Thompson",28,Southampton,"New Britain, CT",,,7,male
1291,3rd,0,"Wenzel, Mr Linhart",,,,,,,male
539,2nd,1,"Quick, Miss Winifred Vera",8,Southampton,"Plymouth, Devon / Detroit, MI",,,11,female
858,3rd,0,"Hegarty, Miss Nora",,,,,,,female
880,3rd,0,"Jardin, Mr Jose Netto",,,,,,,male
659,3rd,1,"Baclini, Miss Helene",,Cherbourg,"Syria New York, NY",,,,female
356,2nd,1,"Bystrom, Mrs Carolina",42,Southampton,"New York, NY",,,,female
511,2nd,0,"Nasser (Nasrallah), Mr Nicholas",32,Cherbourg,"New York, NY",,,-43,male
389,2nd,0,"del Carlo, Mr Sebastiano",28,Cherbourg,"Lucca, Italy / California",,,-295,male
807,3rd,0,"Ford, Miss Doolina Margaret",21,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,female
1192,3rd,0,"Saundercock, William Henry",,,,,,,male
857,3rd,0,"Hee, Mr Ling",,,,,,,male
138,1st,0,"Head, Mr Christopher",,Southampton,London / Middlesex,,,,male
459,2nd,0,"Jarvis, Mr John Denzil",,Southampton,"North Evington, England",,,,male
1084,3rd,0,"Ohman, Miss Velin",,,,,,,female
185,1st,0,"Molson, Mr Harry Markland",55,Southampton,"Montreal, PQ",,,,male
230,1st,0,"Silvey, Mr William Baird",50,,"Duluth, MN",,,,male
1010,3rd,0,"McNamee, Mr Neal",,,,,,,male
1215,3rd,0,"Skoog, Mr William",,,,,,,male
739,3rd,1,"Coutts, Master William Leslie",9,Southampton,"England Brooklyn, NY",,,2,male
1164,3rd,0,"Rush, Mr Alfred George John",,,,,,,male
346,2nd,0,"Bowenur, Mr Solomon",,Southampton,London,,,,male
882,3rd,0,"Jensen, Mr Hans Peder",,,,,,,male
667,3rd,0,"Barbara, Miss Saude",18,Cherbourg,"Syria Ottawa, ON",,,,female
713,3rd,0,"Carver, Mr Alfred John",28,Southampton,"St Denys, Southampton, Hants",,,,male
957,3rd,0,"Lefebre, Miss Jeannie",,,,,,,female
1127,3rd,0,"Peter (Joseph), Miss Mary",,,,,,,female
196,1st,0,"Ovies y Rodriguez, Mr Servando",28,,"?Havana, Cuba",,,-189,male
215,1st,1,"Rothes, the Countess of (Noel Lucy Martha Dyer-Edwardes)",27,Southampton,"London  Vancouver, BC",,,8,female
634,3rd,0,"Andersson, Master Sigvard Harald Elias",4,Southampton,"Sweden Winnipeg, MN",,,,male
1305,3rd,1,"Yasbeck, Mrs Antoni",,,,,,,female
746,3rd,0,"Dahlberg, Miss Gerda Ulrika",22,Southampton,"Norrlot, Sweden Chicago, IL",,,,female
1271,3rd,0,"Van der Planke, Mr Jules",,,,,,,male
561,2nd,1,"Smith, Miss Marion",,Southampton,,,,,female
994,3rd,0,"Marinko, Mr Dmitri",,,,,,,male
1210,3rd,0,"Skinner, Mr Henry John",,,,,,,male
504,2nd,0,"Meyer, Mr August",30,Southampton,"Harrow-on-the-Hill, Middlesex",,,,male
917,3rd,0,"Kassem, Mr Fared",,,,,,,male
631,3rd,0,"Andersson, Miss Ingeborg Constancia",9,Southampton,"Sweden Winnipeg, MN",,,,female
852,3rd,0,"Harmer, Mr Abraham",,,,,,,male
1107,3rd,0,"Pasic, Mr Jakob",,,,,,,male
251,1st,0,"Stewart, Mr Albert A.",,Cherbourg,"Gallipolis, Ohio / ? Paris / New York",,,,male
444,2nd,1,"Hocking, Mrs Elizabeth",53,Southampton,"Cornwall / Akron, OH",,,4,female
951,3rd,0,"Larsson, Mr Bengt Edvin",,,,,,,male
198,1st,0,"Partner, Mr Austin",,Southampton,"Surbiton Hill, Surrey",,,-166,male
37,1st,1,"Brown, Mrs James Joseph (Margaret Molly"" Tobin)""",44,Cherbourg,"Denver, CO",,17610 L27 15s 5d,6,female
610,3rd,1,"Abrahamsson, Mr August",20,Southampton,"Taalintehdas, Finland Hoboken, NJ",,,15,male
804,3rd,0,"Foley, Mr William",,Queenstown,Ireland,,,,male
773,3rd,0,"Dewan, Mr Frank",65,Queenstown,,,,,male
29,1st,1,"Bonnell, Miss Elizabeth",58,Southampton,"Birkdale, England Cleveland, Ohio",C-103,,8,female
515,2nd,1,"Navratil, Master Michel M.",3,Southampton,"Nice, France",,230080 L26,D,male
172,1st,1,"Marechal, Mr Pierre",,Cherbourg,"Paris, France",,,7,male
1275,3rd,0,"Van de Velde, Mr John Joseph",,,,,,,male
1283,3rd,0,"Vereruysse, Mr Victor",,,,,,,male
639,3rd,0,"Aronsson, Mr Ernst Axel Algot",24,Southampton,"Sweden Joliet, IL",,,,male
1157,3rd,0,"Rommetvedt, Mr Karl Kristian Knut",,,,,,,male
642,3rd,1,"Asplund, Mrs Carl Oscar (Selma Augusta Johansson)",38,Southampton,"Sweden  Worcester, MA",,,4,female
985,3rd,0,"Maenpaa, Mr Matti Alexanteri",,,,,,,male
387,2nd,0,"Deacon, Mr Percy",18,Southampton,,,,,male
1228,3rd,0,"Stanley, Mr Edward Roland",,,,,,,male
691,3rd,0,"Brobek, Mr Karl Rudolf",22,Southampton,"Sweden Worcester, MA",,,,male
723,3rd,1,"Cohen, Mr Gurshon (Gus)",19,Southampton,"London Brooklyn, NY",,,,male
1132,3rd,0,"Petranec, Miss Matilda",,,,,,,female
481,2nd,1,"Lehmann, Miss Bertha",,Cherbourg,"Berne, Switzerland / Central City, IA",,,,female
815,3rd,0,"Garfirth, Mr John",,Southampton,,,,,male
774,3rd,0,"Dibo, Mr Elias",,Cherbourg,,,,,male
528,2nd,1,"Parrish, Mrs Lutie Davis",50,Southampton,"Woodford County, KY",,,12,female
177,1st,1,"McGough, Mr James R.",36,Southampton,"Philadelphia, PA",,,7,male
70,1st,1,"Compton, Miss Sara Rebecca",39,Cherbourg,"Lakewood, NJ",,,14,female
78,1st,1,"Daly, Mr Peter Denis ",,Southampton,"Lima, Peru",,,A,male
868,3rd,0,"Holm, Mr John Frederik Alexander",,,,,,,male
1202,3rd,1,"Shine, Miss Ellen",,,,,,,female
163,1st,1,"Lindstrom, Mrs Carl Johan (Sigrid Posse)",55,Cherbourg,"Stockholm, Sweden",,,6,female
1232,3rd,1,"Stranden, Mr Juho",,,,,,,male
213,1st,1,"Rosenbaum (Russell), Miss Edith Louise",33,Cherbourg,"Paris, France",A-11,17613 L27 14s 5d,11,female
315,1st,0,"Oliva, Mlle",,Cherbourg,,,,,female
461,2nd,0,"Jefferys, Mr Ernest",,Southampton,"Guernsey / Elizabeth, NJ",,,,male
656,3rd,0,"Backstrom, Mr Karl Alfred",32,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,male
701,3rd,0,"Calic, Mr Peter",17,Southampton,,,,,male
228,1st,1,"Shutes, Miss Elizabeth W.",40,Southampton,"New York, NY / Greenwich CT",C-125,17582 L153 9s 3d,3,female
378,2nd,0,"Cook, Mrs Selena Rogers",22,Southampton,Pennsylvania,F-33,,14,female
5,1st,1,"Allison, Master Hudson Trevor",0.9167,Southampton,"Montreal, PQ / Chesterville, ON",C22,,11,male
493,2nd,0,"Mangiavacchi, Mr Serafino Emilio",,Cherbourg,"New York, NY",,,,male
342,2nd,1,"Beesley, Mr Lawrence",34,Southampton,London,D-56,248698 L13,13,male
460,2nd,0,"Jefferys, Mr Clifford",,Southampton,"Guernsey / Elizabeth, NJ",,,,male
357,2nd,1,"Caldwell, Mr Albert Francis",26,Southampton,"Bangkok, Thailand / Roseville, IL",,,13,male
1012,3rd,0,"Meanwell, Miss Marion Ogden",,,,,,,female
1032,3rd,0,"Morley, Mr Henry Samuel",,,,,,,male
660,3rd,1,"Baclini, Miss Maria",,Cherbourg,"Syria New York, NY",,,,female
672,3rd,0,Berglund. Mr Karl Ivar Sven,22,Southampton,"Tranvik, Finland New York",,,,male
733,3rd,0,"Cor, Mr Bartol",35,Southampton,Austria,,,,male
564,2nd,0,"Stokes, Mr Philip Joseph",25,Southampton,"Catford, Kent / Detroit, MI",,,-81,male
1092,3rd,0,"Olsson, Mr Nils Johan",,,,,,,male
620,3rd,0,"Ali, Mr William",25,Southampton,Argentina,,,-79,male
34,1st,0,"Brady, Mr John Bertram",41,Southampton,"Pomeroy, WA",,,,male
207,1st,0,"Reuchlin, Jonkheer John George",,Southampton,"Rotterdam, Netherlands",,,,male
1297,3rd,0,"Williams, Mr Howard Hugh",,,,,,,male
967,3rd,0,"Lindell, Mr Edvard Bengtsson",,,,,,,male
1054,3rd,0,"Niklasen, Sander",,,,,,,male
110,1st,1,"Frolicher, Miss Marguerite",22,Cherbourg,"Zurich, Switzerland",,,5,female
1306,3rd,0,"Youssef, Mr Gerios",,,,,,,male
919,3rd,0,"Keefe, Mr Arthur",,,,,,,male
972,3rd,0,"Lithman, Mr Simon",,,,,,,male
1174,3rd,0,"Sage, Mr Douglas",,,,,,,male
1087,3rd,0,"Olsen, Master Arthur",,,,,,,male
4,1st,0,"Allison, Mrs Hudson J.C. (Bessie Waldo Daniels)",25,Southampton,"Montreal, PQ / Chesterville, ON",C26,,,female
319,1st,1,"Segesser, Mlle. Emma",,Cherbourg,,,,,female
1138,3rd,0,"Plotcharsky, Mr Vasil",,,,,,,male
451,2nd,0,"Hood, Mr Ambrose, Jr",21,Southampton,"New Forest, England",,,,male
214,1st,0,"Ross, Mr John Hugo",,Cherbourg,"Winnipeg, MB",,,,male
1198,3rd,0,"Shaughnesay, Mr Patrick",,,,,,,male
1014,3rd,0,"Meek, Mrs Thomas",,,,,,,female
1003,3rd,0,"McCoy, Mr Bernard",,,,,,,male
694,3rd,0,"Buckley, Miss Katherine",20,Queenstown,"Co Cork, Ireland Roxbury, MA",,,-299,female
974,3rd,0,"Lobb, Mrs William Arthur",,,,,,,female
920,3rd,0,"Kekic, Mr Tido",,,,,,,male
661,3rd,1,"Baclini, Mrs Solomon (Latifa)",,Cherbourg,"Syria New York, NY",,,,female
309,1st,1,"Icabad (Icabod), Ms",,,,,,,female
1074,3rd,0,"Nysten, Miss Anna",,,,,,,female
778,3rd,1,"Dorkings, Mr Edward Arthur",19,Southampton,"England Oglesby, IL",,,B,male
361,2nd,0,"Campbell, Mr William",,,Belfast,,,,male
687,3rd,0,"Braf, Miss Elin Ester Maria",20,Southampton,"Medeltorp, Sweden Chicago, IL",,,,female
165,1st,1,"Lines, Miss Mary Conover",16,Cherbourg,"Paris, France",,,9,female
82,1st,1,"de Villiers, Madame Berthe",,Cherbourg,"Belgium  Montreal, PQ",,,6,female
954,3rd,0,"Lefebre, Mrs Frank",,,,,,,female
1039,3rd,0,"Moussa, Mrs Mantoura Baloics",,,,,,,female
499,2nd,0,"McCrie, Mr James Matthew",,Southampton,"Sarnia, ON",,,,male
268,1st,0,"Uruchurtu, Mr Manuel E.",,Cherbourg,"Mexico City, Mexico",,,,male
14,1st,1,"Barkworth, Mr Algernon H.",,Southampton,"Hessle, Yorks",A-23,,B,male
516,2nd,0,"Nesson, Mr Israel",26,Southampton,"Boston, MA",,,,male
1249,3rd,0,"Thomas, Mr John (? 1st/2nd class)",,,,,,,male
1144,3rd,0,"Rice, Master Albert",,,,,,,male
33,1st,1,"Bradley, Mr George",,Southampton,"Los Angeles, CA",,,15,male
1184,3rd,0,"Salonen, Mr Johan Werner",,,,,,,male
479,2nd,1,"LaRoche, Miss Louise",1,Cherbourg,Paris / Haiti,,,,female
1158,3rd,0,"Rogers, Mr William John",,,,,,,male
719,3rd,0,"Christmann, Mr Emil",29,Southampton,,,,,male
341,2nd,1,"Becker, Miss Ruth Elizabeth",12,Southampton,"Guntur, India / Benton Harbour, MI",,230136 L39,13,female
155,1st,0,"Kenyon, Mr Frederick R.",41,Southampton,"Southington / Noank, CT",,,,male
955,3rd,0,"Lefebre, Master Henry",,,,,,,male
1180,3rd,0,"Sage, Thomas (child)",,,,,,,male
888,3rd,0,"Johansson, Mr Erik",,,,,,,male
446,2nd,1,"Hocking, Miss Ellen (Nellie)",21,Southampton,"Cornwall / Akron, OH",,,4,female
1042,3rd,0,"Mulvihill, Miss Bertha E.",,,,,,,female
333,2nd,0,"Banfield, Mr Frederick J.",28,Southampton,"Plymouth, Dorset / Houghton, MI",,,,male
114,1st,1,"Futrelle, Mrs Jacques (May Peel)",35,Southampton,"Scituate, MA",,,9,female
222,1st,1,"Ryerson, Master John Borie",13,Cherbourg,"Haverford, PA / Cooperstown, NY",,17608 L262 7s 6d,4,male
1165,3rd,1,"Ryan, Mr Edward Ryan",,,,,,,male
1149,3rd,0,"Rice, Mrs William",,,,,,,female
885,3rd,1,"Jermyn, Miss Annie",,,,,,,female
142,1st,1,"Hippach, Mrs Louis Albert (Ida Sophia Fischer)",44,Cherbourg,"Chicago, IL",B-18,111361 L57 19s 7d,4,female
912,3rd,1,"Karlsson, Mr Einar Gervasius",,,,,,,male
780,3rd,0,"Doyle, Miss Elizabeth",24,Queenstown,"Ireland New York, NY",,,,female
182,1st,0,"Minahan, Dr William Edward",44,Queenstown,"Fond du Lac, WI",,,-230,male
20,1st,1,"Beckwith, Mrs Richard Leonard (Sallie Monypeny)",47,Southampton,"New York, NY",D-35,,5,female
571,2nd,0,"Turpin, Mrs William John (Dorothy Anne Wonnacott)",27,Southampton,"Plymouth, England",,,,female
1068,3rd,0,"Nilsson, Mr August Ferdinand",,,,,,,male
277,1st,0,"Wick, Mr George Dennick",57,Southampton,"Youngstown, OH",,,,male
